label,text_len,text_punct,text_cap,raw_text
spam,136,0.066,0.103,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg   
spam,106,0.0,0.0,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery   
ham,97,0.062,0.041,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.   
ham,37,0.216,0.054,"That's cool, I'll come by like  &lt;#&gt; ish   "
ham,24,0.125,0.042,Super msg da:)nalla timing.   
ham,124,0.081,0.065,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?   "
ham,32,0.062,0.062,I am 6 ft. We will be a good combination!   
ham,107,0.206,0.056,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!   
ham,45,0.067,0.022,* Am on a train back from northampton so i'm afraid not!   
ham,52,0.038,0.038,Where in abj are you serving. Are you staying with dad or alone.   
ham,40,0.0,0.025,Was playng 9 doors game and gt racing on phone lol   
spam,117,0.12,0.12,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message   "
ham,372,0.113,0.118,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.   "
ham,22,0.182,0.045,I'm on da bus going home...   
ham,80,0.075,0.037,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon   
ham,55,0.109,0.073,I'm okay. Chasing the dream. What's good. What are you doing next.   
ham,45,0.156,0.044,Yupz... I've oredi booked slots 4 my weekends liao...    
spam,131,0.038,0.176,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only   
ham,73,0.151,0.014,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no   
ham,4,0.0,0.25,Okie   
ham,44,0.045,0.045,Yes I know the cheesy songs from frosty the snowman :)   
ham,44,0.182,0.023,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..   "
spam,125,0.056,0.192,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p    
ham,21,0.048,0.048,Hey tmr meet at bugis 930 ?   
spam,130,0.038,0.185,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm   "
ham,75,0.053,0.027,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?   
ham,74,0.149,0.081,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you   
ham,41,0.024,0.024,And whenever you and i see we can still hook up too.   
ham,65,0.108,0.031,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...   
ham,51,0.02,0.02,Can you use foreign stamps for whatever you send them off for?    
spam,21,0.0,0.571,FROM 88066 LOST å£12 HELP   
ham,59,0.017,0.034,Oh baby of the house. How come you dont have any new pictures on facebook   
ham,130,0.131,0.169,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""   "
ham,136,0.066,0.029,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.   "
ham,47,0.043,0.021,"Omw back to tampa from west palm, you hear what happened?   "
ham,46,0.087,0.043,Yup no more already... Thanx 4 printing n handing it up.   
spam,128,0.047,0.125,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!   
ham,88,0.011,0.011,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.   
ham,41,0.049,0.049,S now only i took tablets . Reaction morning only.   
spam,132,0.038,0.265,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs   
ham,19,0.105,0.211,"Nah, I'm a perpetual DD   "
ham,19,0.053,0.053,Sorry de i went to shop.   
spam,103,0.049,0.019,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk   
ham,146,0.075,0.021,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   "
ham,79,0.013,0.025,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath   
ham,45,0.156,0.044,Nope i'm not drivin... I neva develop da photos lei...   
ham,78,0.064,0.038,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?   
ham,47,0.17,0.043,Cool. I am  &lt;#&gt;  inches long. hope you like them big!   
ham,144,0.097,0.028,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?   "
ham,13,0.308,0.154,Okie.. Thanx..   
spam,111,0.027,0.126,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.   
ham,36,0.056,0.056,Go where n buy? Juz buy when we get there lar.   
ham,8,0.375,0.125,Ok lor...   
ham,41,0.098,0.024,I'm working technical support :)voice process.   
ham,69,0.029,0.014,It's justbeen overa week since we broke up and already our brains are going to mush!   
ham,58,0.069,0.052,"Tunde, how are you doing. This is just wishing you a great day. Abiola.   "
ham,17,0.412,0.176,Nope... C Ì_ then...   
ham,37,0.054,0.054,No. But we'll do medical missions to nigeria   
ham,36,0.0,0.028,No i am not having not any movies in my laptop   
ham,29,0.034,0.069,Whatsup there. Dont u want to sleep   
spam,131,0.061,0.115,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ   
spam,140,0.043,0.143,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR   "
ham,23,0.13,0.087,I havent lei.. Next mon can?   
ham,44,0.023,0.023,Mm feeling sleepy. today itself i shall get that dear   
ham,66,0.076,0.045,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.   
ham,20,0.1,0.1,Do Ì_ noe if ben is going?   
ham,38,0.026,0.026,Can you do a mag meeting this avo at some point?   
ham,24,0.042,0.042,I meant middle left or right?   
ham,34,0.059,0.059,Really? I crashed out cuddled on my sofa.   
ham,76,0.026,0.053,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu   
ham,43,0.14,0.023,"I sent you the prices and do you mean the  &lt;#&gt; g,   "
ham,18,0.0,0.056,Are you this much buzy   
ham,14,0.286,0.143,Nothing. Can...   
spam,131,0.099,0.153,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.   
ham,95,0.032,0.021,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u   
ham,123,0.024,0.024,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.   
ham,21,0.238,0.095,"Tick, tick, tick ... Babe   "
ham,24,0.125,0.083,R Ì_ going 4 today's meeting?   
ham,24,0.125,0.042,K da:)how many page you want?   
ham,24,0.083,0.042,Ya had just now.onion roast.   
ham,72,0.0,0.014,Send his number and give reply tomorrow morning for why you said that to him like that ok   
ham,45,0.089,0.089,You said not now. No problem. When you can. Let me know.   
ham,40,0.025,0.025,Ok but tell me half an hr b4 u come i need 2 prepare.   
ham,29,0.069,0.069,Play w computer? Aiyah i tok 2 u lor?   
ham,22,0.182,0.091,Sat right? Okay thanks...    
ham,104,0.019,0.019,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with   "
ham,55,0.055,0.073,Ok Chinese food on its way. When I get fat you're paying for my lipo.   
ham,18,0.056,0.056,We r outside already.   
ham,72,0.042,0.042,Have a good trip. Watch out for . Remember when you get back we must decide about easter.   
ham,30,0.0,0.033,Yo we are watching a movie on netflix   
ham,31,0.032,0.097,What time. IÛ÷m out until prob 3 or so   
ham,83,0.169,0.06,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...   "
ham,34,0.0,0.029,I dont thnk its a wrong calling between us   
ham,49,0.061,0.041,I am not sure about night menu. . . I know only about noon menu   
ham,41,0.073,0.073,ARR birthday today:) i wish him to get more oscar.   
ham,135,0.111,0.348,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...   "
ham,162,0.031,0.025,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!   "
ham,33,0.0,0.0, and  picking them up from various points   
spam,129,0.016,0.14,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX   
ham,32,0.062,0.062,Wow v v impressed. Have funs shopping!   
ham,19,0.0,0.053,I am on the way to ur home   
spam,113,0.027,0.097,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner   
ham,24,0.042,0.083,No problem. Talk to you later   
ham,13,0.077,0.077,Then ur sis how?   
ham,20,0.0,0.05,Still in customer place   
spam,98,0.01,0.01,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?   
ham,39,0.179,0.026,"Dude u knw also telugu..thts gud..k, gud nyt..   "
ham,27,0.037,0.037,We confirm eating at esplanade?   
ham,23,0.0,0.043,Send me your id and password   
ham,97,0.041,0.041,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.   
spam,106,0.094,0.113,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.   "
ham,24,0.125,0.083,Well I might not come then...   
ham,48,0.042,0.062,Long after I quit. I get on only like 5 minutes a day as it is.   
ham,89,0.034,0.045,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.   
ham,96,0.031,0.021,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you   
ham,36,0.083,0.028,"Just arrived, see you in a couple days &lt;3   "
ham,18,0.111,0.056,"K, wat s tht incident?   "
ham,19,0.0,0.053,Yeah get the unlimited   
ham,94,0.074,0.032,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..   
ham,64,0.062,0.031,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?   "
ham,45,0.044,0.067,ÌÏ got wat to buy tell us then Ì_ no need to come in again.   
ham,36,0.111,0.056,When you are big..| God will bring success.   
spam,111,0.036,0.18,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870   
ham,142,0.063,0.028,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"" Well there's still a bit left if you guys want to tonight  "
ham,37,0.054,0.054,Not from this campus. Are you in the library?   
ham,117,0.162,0.094,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow   "
ham,25,0.16,0.08,How will I creep on you now? ;_;   
ham,57,0.088,0.088,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;   
ham,63,0.0,0.032,If I get there before you after your ten billion calls and texts so help me god   
ham,126,0.024,0.024,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu   
ham,51,0.078,0.039,I've told him that i've returned it. That should i re order it.   
ham,133,0.098,0.03,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..   "
ham,24,0.042,0.042,Depends on where u going lor.   
ham,116,0.043,0.009,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*   
spam,30,0.067,0.633,FreeMsg>FAV XMAS TONES!Reply REAL   
ham,19,0.211,0.053,Lil fever:) now fine:)   
ham,25,0.04,0.04,I think it's all still in my car   
ham,8,0.125,0.125,Can a not?   
spam,131,0.031,0.099,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906    
ham,50,0.08,0.04,Yes princess! I want to catch you with my big strong hands...   
ham,45,0.044,0.067,Oh yeah I forgot. U can only take 2 out shopping at once.   
ham,28,0.0,0.036,Mm so you asked me not to call radio   
ham,43,0.023,0.047,Thinkin about someone is all good. No drugs for that   
ham,135,0.111,0.348,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...   "
ham,107,0.037,0.009,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..   "
ham,46,0.065,0.022,"Alright if you're sure, let me know when you're leaving   "
ham,46,0.043,0.043,Some are lasting as much as 2 hours. You might get lucky.   
ham,56,0.071,0.054,Genius what's up. How your brother. Pls send his number to my skype.   
spam,136,0.051,0.456,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p   "
ham,96,0.125,0.042,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...   
ham,91,0.099,0.022,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*   
spam,116,0.026,0.121,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.   
ham,32,0.094,0.031,Oh god..taken the teeth?is it paining   
spam,127,0.016,0.063,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.   
ham,57,0.105,0.035,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...   
ham,37,0.108,0.054,No need to buy lunch for me.. I eat maggi mee..   
spam,132,0.061,0.098,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate   "
ham,8,0.375,0.125,Ok lor...   
ham,117,0.043,0.017,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!   "
ham,37,0.027,0.027,Wife.how she knew the time of murder exactly   
spam,129,0.031,0.31,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.   
ham,20,0.0,0.05,Howz that persons story   
ham,22,0.136,0.045,Thanx 4 sending me home...   
ham,29,0.069,0.069,Its normally hot mail. Com you see!   
spam,94,0.032,0.277,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm   "
ham,24,0.042,0.042,U sick still can go shopping?   
ham,111,0.099,0.036,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..   "
ham,25,0.12,0.04,Nice.nice.how is it working?   
ham,19,0.105,0.0,1's reach home call me.   
ham,43,0.0,0.047,Were trying to find a Chinese food place around here   
ham,44,0.068,0.023,"Easy mate, * guess the quick drink was bit ambitious.   "
ham,103,0.252,0.097,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...   
ham,10,0.3,0.1,Ok thanx...   
ham,24,0.167,0.0,aathi..where are you dear..   
ham,72,0.083,0.042,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.   "
ham,131,0.053,0.069,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.   
ham,33,0.03,0.061,Will be out of class in a few hours. Sorry   
ham,26,0.038,0.038,Wat time u finish ur lect today?   
spam,131,0.092,0.115,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply   "
ham,464,0.127,0.114,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!   "
spam,120,0.025,0.4,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call   "
ham,59,0.085,0.068,She's fine. Good to hear from you. How are you my dear? Happy new year oh.   
ham,33,0.03,0.03,Are you going to wipro interview today?   
ham,22,0.045,0.0,how tall are you princess?   
ham,46,0.065,0.022,I doubt you could handle 5 times per night in any case...   
ham,45,0.178,0.089,Haha... Hope Ì_ can hear the receipt sound... Gd luck!   
ham,75,0.053,0.04,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.   
ham,216,0.088,0.153,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...   "
ham,65,0.138,0.046,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?    
ham,128,0.008,0.039,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8   
ham,123,0.073,0.057,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!   "
ham,45,0.0,0.022,I want to be there so i can kiss you and feel you next to me   
ham,40,0.0,0.025,I am not at all happy with what you saying or doing   
spam,43,0.0,0.07,Adult 18 Content Your video will be with you shortly   
ham,109,0.128,0.037,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?    "
ham,86,0.035,0.047,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother   
ham,60,0.033,0.017,He says hi and to get your ass back to south tampa (preferably at a kegger)   
ham,25,0.08,0.04,Smith waste da.i wanna gayle.   
ham,114,0.044,0.026,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.   "
ham,33,0.182,0.03,"Aight, tomorrow around  &lt;#&gt;  it is   "
ham,144,0.097,0.028,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?   "
spam,121,0.033,0.397,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.   "
ham,101,0.04,0.04,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?   
ham,12,0.083,0.083,See you there!    
ham,27,0.037,0.037,I dont understand your message.   
ham,42,0.048,0.048,Crucify is c not s. You should have told me earlier.   
ham,192,0.052,0.021,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.   "
ham,41,0.049,0.024,Fuck cedar key and fuck her (come over anyway tho)   
ham,82,0.0,0.0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat   
spam,112,0.036,0.241,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX   "
ham,21,0.048,0.048,U still painting ur wall?   
spam,129,0.07,0.178,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16   "
ham,41,0.049,0.073,Printer is cool. I mean groovy. Wine is groovying   
ham,39,0.051,0.077,Hi Harish's rent has been transfred to ur Acnt.   
ham,23,0.043,0.043,Anything lor is she coming?   
ham,66,0.076,0.015,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.   
ham,24,0.042,0.083,ÌÏ still attending da talks?   
ham,27,0.074,0.074,No probs hon! How u doinat the mo?   
ham,17,0.059,0.118,K I'll take care of it   
ham,76,0.053,0.039,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?   
ham,18,0.0,0.056,My battery is low babe   
ham,46,0.109,0.022,Shuhui has bought ron's present it's a swatch watch...   
ham,54,0.056,0.056,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up   "
ham,58,0.103,0.052,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?   
ham,44,0.045,0.045,K I'll be sure to get up before noon and see what's what   
ham,27,0.259,0.037,K...k...yesterday i was in cbe .   
ham,21,0.0,0.048,Went to ganesh dress shop   
spam,140,0.064,0.136,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL   "
ham,56,0.018,0.036,ÌÏ collecting ur laptop then going to configure da settings izzit?   
ham,33,0.03,0.03,If you r @ home then come down within 5 min   
ham,96,0.042,0.031,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?   "
ham,46,0.13,0.174,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house   
spam,116,0.069,0.138,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1   
ham,102,0.039,0.039,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.   "
ham,21,0.095,0.095,Tell me pa. How is pain de.   
ham,107,0.0,0.981,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG   
ham,91,0.044,0.044,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.   "
ham,110,0.373,0.127,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""   "
ham,6,0.0,1.0,ALRITE   
ham,116,0.026,0.026,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.   
spam,116,0.034,0.181,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only   
ham,36,0.028,0.028,How do you guys go to see movies on your side.   
ham,28,0.071,0.071,"Sorry,in meeting I'll call later   "
ham,73,0.096,0.027,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs   
ham,53,0.094,0.151,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.   
spam,121,0.033,0.157,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info   
ham,62,0.145,0.048,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...   
ham,38,0.026,0.053,What time should I tell my friend to be around?   
ham,34,0.118,0.088,Yes. that will be fine. Love you. Be safe.   
ham,26,0.308,0.038,Thanks chikku..:-) gud nyt:-*   
ham,28,0.036,0.036,Is xy in ur car when u picking me up?   
ham,68,0.044,0.074,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx   "
ham,39,0.051,0.026,"Yo, any way we could pick something up tonight?   "
ham,26,0.115,0.077,I've not sent it. He can send me.   
ham,20,0.05,0.05,Fine am simply sitting.   
ham,55,0.055,0.018,Thts god's gift for birds as humans hav some natural gift frm god..   
ham,26,0.038,0.038,Are you coming to day for class.   
ham,26,0.038,0.077,Im done. Just studyn in library   
ham,21,0.286,0.095,Ok... U enjoy ur shows...   
ham,11,0.273,0.091,Anything...   
ham,105,0.01,0.048,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx   
ham,28,0.107,0.071,Wat's my dear doing? Sleeping ah?   
ham,24,0.417,0.083,Hi' Test on  &lt;#&gt; rd ....   
ham,153,0.275,0.033,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.   
ham,123,0.057,0.016,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night   
ham,37,0.081,0.054,Yup n her fren lor. I'm meeting my fren at 730.   
ham,25,0.04,0.04,"Yeah, we got one lined up for us   "
ham,111,0.108,0.063,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""   "
ham,84,0.036,0.036,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.   
ham,50,0.08,0.04,Hey i've booked the pilates and yoga lesson already... Haha   
ham,35,0.029,0.057,Are you ok. What happen to behave like this   
spam,41,0.049,0.049,You have 1 new message. Please call 08712400200.   
ham,74,0.041,0.041,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.   
ham,113,0.071,0.035,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.    "
ham,35,0.143,0.029,No message..no responce..what happend?   
spam,86,0.023,0.023,We currently have a message awaiting your collection. To collect your message just call 08718723815.   
ham,256,0.055,0.02,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe   "
ham,23,0.13,0.0,make that 3! 4 fucks sake?! x   
ham,30,0.067,0.067,Leave it. U will always be ignorant.   
ham,67,0.06,0.015,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)   
ham,29,0.069,0.0,at bruce b downs &amp; fletcher now   
ham,48,0.146,0.062,Where are you ? You said you would be here when I woke ... :-(   
ham,25,0.04,0.04,Hey now am free you can call me.   
ham,20,0.15,0.05,Tell me whos this pls:-)   
