,label,text_len,text_punct,text_cap,text_cleaned
3150,ham,23,0.0,0.043,"['yeah', 'worse', '']"
3151,spam,123,0.049,0.203,"['hard', 'live', '121', 'chat', '60pmin', 'choose', 'girl', 'connect', 'live', 'call', '09094646899', 'cheap', 'chat', 'uk', 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx', '']"
3152,ham,50,0.02,0.14,"['tagged', 'friend', 'seemed', 'count', 'friend', '']"
3153,spam,128,0.023,0.125,"['heard', 'u4', 'call', '4', 'rude', 'chat', 'private', 'line', '01223585334', 'cum', 'wan', '2c', 'pic', 'gettin', 'shagged', 'text', 'pix', '8552', '2end', 'send', 'stop', '8552', 'sam', 'xxx', '']"
3154,ham,5,0.6,0.2,"['ok', '']"
3155,ham,28,0.071,0.071,"['long', 'time', 'remember', 'today', '']"
3156,ham,34,0.0,0.029,"['havent', 'shopping', 'lor', 'juz', 'arrive', '']"
3157,ham,49,0.02,0.878,"['thank', 'u', 'better', 'work', 'cause', 'feel', 'used', 'otherwise', '']"
3158,ham,34,0.088,0.059,"['challenge', 'know', '']"
3159,ham,26,0.038,0.038,"['much', 'ur', 'hdd', 'casing', 'cost', '']"
3160,ham,72,0.056,0.042,"['mystery', 'solved', 'opened', 'email', 'he', 'sent', 'another', 'batch', 'isnt', 'sweetie', '']"
3161,ham,54,0.037,0.037,"['cant', 'describe', 'lucky', 'im', 'actually', 'awake', 'noon', '']"
3162,spam,125,0.04,0.056,"['2nd', 'time', 'tried', 'contact', 'u', 'u', 'å', '1450', 'prize', 'claim', 'call', '09053750005', 'b4', '310303', 'tcsstop', 'sm', '08718725756', '140ppm', '']"
3163,ham,119,0.059,0.235,"['today', 'sorry', 'day', 'ever', 'angry', 'ever', 'misbehaved', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'im', 'basically', 'good', '']"
3164,ham,45,0.089,0.044,"['cheer', 'card', 'time', 'year', 'already', '']"
3165,spam,83,0.036,0.349,"['hot', 'live', 'fantasy', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k', '']"
3166,ham,123,0.089,0.114,"['people', 'see', 'msg', 'think', 'iam', 'addicted', 'msging', 'wrong', 'bcoz', 'dont', 'know', 'iam', 'addicted', 'sweet', 'friend', 'bslvyl', '']"
3167,ham,46,0.022,0.022,"['ugh', 'hopefully', 'asus', 'ppl', 'dont', 'randomly', 'reformat', '']"
3168,ham,30,0.133,0.067,"['havent', 'seen', 'facebook', 'huh', 'lol', '']"
3169,ham,25,0.08,0.08,"['mah', 'b', 'ill', 'pick', 'tomorrow', '']"
3170,ham,33,0.121,0.03,"['still', 'otside', 'leu', 'come', '2morrow', 'maga', '']"
3171,ham,48,0.021,0.021,"['u', 'still', 'plumber', 'tape', 'wrench', 'could', 'borrow', '']"
3172,spam,98,0.133,0.082,"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'please', 'go', 'httpwwwetlpcoukreward', 'tscs', 'apply', '']"
3173,ham,23,0.087,0.043,"['vl', 'bcum', 'difficult', '']"
3174,spam,133,0.023,0.226,"['ur', 'going', '2', 'bahamas', 'callfreefone', '08081560665', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', 'ofå', '2000', 'cash', '18only', 'opt', 'txt', 'x', '07786200117', '']"
3175,ham,46,0.087,0.065,"['havent', 'still', 'waitin', 'usual', 'ìï', 'come', 'back', 'sch', 'oredi', '']"
3176,ham,24,0.042,0.083,"['meeting', 'da', 'call', '']"
3177,ham,27,0.259,0.037,"['k', 'k', 'watch', 'film', '']"
3178,ham,73,0.055,0.027,"['cinema', 'plus', 'drink', 'appeal', 'tomo', 'fr', 'thriller', 'director', 'like', 'mac', '830', '']"
3179,ham,47,0.064,0.021,"['size', 'elephant', 'tablet', 'u', 'shove', 'um', 'ur', 'as', '']"
3180,ham,130,0.038,0.023,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'take', 'cr', 'da', '']"
3181,ham,107,0.206,0.215,"['parent', 'kidz', 'friend', 'n', 'colleague', 'screaming', 'surprise', 'waiting', 'sofa', 'naked', '']"
3182,ham,84,0.048,0.024,"['dunno', 'juz', 'askin', 'co', 'got', 'card', 'got', '20', '4', 'salon', 'called', 'hair', 'sense', 'tot', 'da', 'one', 'ì', 'cut', 'ur', 'hair', '']"
3183,ham,42,0.048,0.071,"['good', 'morning', 'pookie', 'pie', 'lol', 'hope', 'didnt', 'wake', 'u', '']"
3184,ham,53,0.038,0.943,"['maybe', 'woke', 'fucking', '3', 'wouldnt', 'problem', '']"
3185,ham,52,0.115,0.077,"['happy', 'birthday', 'youdearwith', 'lot', 'loverakhesh', 'nri', '']"
3186,ham,20,0.0,0.05,"['howz', 'person', 'story', '']"
3187,spam,124,0.056,0.073,"['2nd', 'time', 'tried', '2', 'contact', 'u', 'u', '750', 'pound', 'prize', '2', 'claim', 'easy', 'call', '08712101358', '10p', 'per', 'min', 'btnationalrate', '']"
3188,ham,32,0.188,0.062,"['x2', 'ltgt', 'going', 'get', '']"
3189,ham,110,0.018,0.036,"['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'truth', 'lead', '2', 'ur', 'heart', 'itåõs', 'least', 'unique', 'person', 'like', 'u', 'deserve', 'sleep', 'tight', 'morning', '']"
3190,spam,130,0.046,0.192,"['ur', 'awarded', 'city', 'break', 'could', 'win', 'å', '200', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', '88039skilgmetscs087147403231winawkage16å', '150perwksub', '']"
3191,ham,27,0.037,0.037,"['ur', 'paper', 'today', 'e', 'morn', 'aft', '']"
3192,ham,54,0.056,0.019,"['lick', 'every', 'drop', 'ready', 'use', 'mouth', 'well', '']"
3193,ham,55,0.036,0.055,"['expect', 'whenever', 'text', 'hope', 'go', 'well', 'tomo', '']"
3194,ham,57,0.018,0.035,"['great', 'p', 'diddy', 'neighbor', 'come', 'toothpaste', 'every', 'morning', '']"
3195,ham,37,0.108,0.054,"['av', 'new', 'number', 'wil', 'u', 'use', 'oneta', '']"
3196,ham,77,0.039,0.039,"['poking', 'man', 'everyday', 'teach', 'canada', 'abi', 'saying', 'hi', '']"
3197,ham,38,0.184,0.053,"['7', 'lor', 'change', '2', 'suntec', 'wat', 'time', 'u', 'coming', '']"
3198,ham,38,0.053,0.026,"['deam', 'seeing', 'online', 'shop', 'asked', '']"
3199,ham,40,0.0,0.05,"['curious', 'cuz', 'asked', '']"
3200,ham,25,0.12,0.04,"['nicenicehow', 'working', '']"
3201,ham,90,0.144,0.044,"['okay', 'lor', 'wah', 'like', 'def', 'wont', 'let', 'u', 'go', 'haha', 'say', 'term', 'condition', '']"
3202,ham,77,0.052,0.026,"['haha', 'yup', 'hopefully', 'lose', 'kg', 'mon', 'hip', 'hop', 'go', 'orchard', 'weigh', '']"
3203,ham,37,0.081,0.081,"['shes', 'good', 'r', 'u', 'working', '']"
3204,ham,73,0.055,0.027,"['oh', 'yes', 'ive', 'little', 'weather', 'ive', 'kind', 'coccooning', 'home', '']"
3205,ham,11,0.091,0.091,"['home', 'also', '']"
3206,ham,35,0.029,0.029,"['phone', 'weirdest', 'auto', 'correct', '']"
3207,ham,52,0.058,0.077,"['oops', 'phone', 'died', 'didnt', 'even', 'know', 'yeah', 'like', 'better', '']"
3208,ham,101,0.03,0.03,"['havent', 'mu', 'ask', 'u', '1st', 'wat', 'meet', '4', 'lunch', 'den', 'u', 'n', 'meet', 'already', 'lor', 'u', 'wan', '2', 'go', 'ask', 'da', 'ge', '1st', 'confirm', 'w', 'asap', '']"
3209,ham,112,0.143,0.071,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'wife', '']"
3210,ham,107,0.056,0.907,"['oh', 'yeahand', 'hav', 'great', 'time', 'newquaysend', 'postcard', '1', 'look', 'girl', 'im', 'goneu', 'know', '1im', 'talkin', 'boutxx', '']"
3211,ham,27,0.111,0.111,"['got', 'divorce', 'lol', 'shes', '']"
3212,ham,12,0.167,0.083,"['whats', 'ur', 'pin', '']"
3213,ham,82,0.049,0.037,"['babe', 'got', 'enough', 'money', 'pick', 'bread', 'milk', 'ill', 'give', 'back', 'get', 'home', '']"
3214,ham,35,0.086,0.057,"['want', 'snow', 'freezing', 'windy', '']"
3215,spam,132,0.038,0.174,"['urgent', 'trying', 'contact', 'u', 'today', 'draw', 'show', 'å', '2000', 'prize', 'guaranteed', 'call', '09066358361', 'land', 'line', 'claim', 'y87', 'valid', '12hrs', '']"
3216,ham,35,0.171,0.229,"['come', 'mahal', 'bus', 'stop', 'ltdecimalgt', '']"
3217,ham,40,0.1,0.025,"['knowthis', 'week', 'im', 'going', 'tirunelvai', 'da', '']"
3218,ham,63,0.079,0.048,"['baby', 'promise', 'treat', 'well', 'bet', 'take', 'good', 'care', '']"
3219,ham,58,0.017,0.034,"['like', 'hotel', 'dusk', 'game', 'think', 'solve', 'puzzle', 'area', 'thing', '']"
3220,spam,134,0.03,0.03,"['thanks', 'ringtone', 'order', 'reference', 'number', 'x29', 'mobile', 'charged', '450', 'tone', 'arrive', 'please', 'call', 'customer', 'service', '09065989180', '']"
3221,ham,119,0.084,0.042,"['hi', 'love', 'go', 'day', 'fuck', 'morning', 'woke', 'dropped', 'cell', 'way', 'stair', 'seems', 'alright', 'phews', 'miss', '']"
3222,ham,26,0.0,0.038,"['well', 'must', 'pain', 'catch', '']"
3223,ham,29,0.103,0.034,"['sorry', 'da', 'thangamits', 'mistake', '']"
3224,ham,25,0.12,0.08,"['need', 'coz', 'never', 'go', '']"
3225,ham,224,0.134,0.027,"['rose', 'redred', 'bloodblood', 'heartheart', 'u', 'u', 'send', 'ti', 'ur', 'friend', 'including', 'u', 'like', 'u', 'get', 'back', '1u', 'r', 'poor', 'relation', '2u', 'need', '1', 'support', '3u', 'r', 'frnd', '2', 'many', '4some1', 'luvs', 'u', '5', 'some1', 'praying', 'god', 'marry', 'u', 'try', '']"
3226,ham,37,0.027,0.027,"['wifehow', 'knew', 'time', 'murder', 'exactly', '']"
3227,spam,111,0.072,0.153,"['six', 'chance', 'win', 'cash', '100', '20000', 'pound', 'txt', 'csh11', 'send', '87575', 'cost', '150pday', '6days', '16', 'tsandcs', 'apply', 'reply', 'hl', '4', 'info', '']"
3228,spam,119,0.067,0.16,"['ur', 'cashbalance', 'currently', '500', 'pound', 'maximize', 'ur', 'cashin', 'send', 'collect', '83600', '150pmsg', 'cc', '08718720201', 'po', 'box', '11414', 'tcrw1', '']"
3229,ham,84,0.036,0.036,"['feel', 'like', 'dick', 'keep', 'sleeping', 'text', 'facebook', 'message', 'sup', 'town', '']"
3230,ham,26,0.077,0.077,"['plm', 'come', 'da', 'way', '']"
3231,ham,59,0.051,0.034,"['guess', 'want', 'alone', 'time', 'could', 'show', 'watch', '']"
3232,ham,126,0.087,0.032,"['height', 'recycling', 'read', 'twice', 'people', 'spend', 'time', 'earning', 'money', 'money', 'spent', 'spending', 'time', 'good', 'morning', 'keep', 'smiling', '']"
3233,ham,16,0.25,0.125,"['yup', 'ì', 'comin', '']"
3234,ham,20,0.15,0.1,"['yes', 'princess', 'toledo', '']"
3235,ham,73,0.041,0.027,"['aight', 'text', 'youre', 'back', 'mu', 'ill', 'swing', 'need', 'somebody', 'get', 'door', '']"
3236,ham,69,0.043,0.043,"['ron', 'say', 'fri', 'leh', 'n', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reservation', 'said', 'wait', 'lor', '']"
3237,ham,24,0.125,0.083,"['good', 'swimsuit', 'allowed', '']"
3238,ham,32,0.062,0.094,"['okay', 'soon', 'best', '']"
3239,ham,111,0.081,0.027,"['cute', 'thought', 'friendship', 'necessary', 'share', 'every', 'secret', 'ur', 'close', 'frnd', 'watever', 'u', 'shared', 'true', '']"
3240,ham,38,0.053,0.026,"['ok', 'ive', 'sent', 'u', 'da', 'latest', 'version', 'da', 'project', '']"
3241,ham,57,0.246,0.07,"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day', '']"
3242,ham,51,0.039,0.039,"['pls', 'accept', 'one', 'day', 'begging', 'change', 'number', '']"
3243,ham,114,0.123,0.053,"['squeeeeeze', 'christmas', 'hug', 'u', 'lik', 'frndshp', 'den', 'hug', 'back', 'u', 'get', '3', 'u', 'r', 'cute', '6', 'u', 'r', 'luvd', '9', 'u', 'r', 'lucky', 'none', 'people', 'hate', 'u', '']"
3244,ham,38,0.158,0.053,"['ok', 'anybody', 'asks', 'abt', 'u', 'tel', 'themp', '']"
3245,ham,126,0.016,0.024,"['funny', 'fact', 'nobody', 'teach', 'volcano', '2', 'erupt', 'tsunami', '2', 'arise', 'hurricane', '2', 'sway', 'aroundn', '1', 'teach', 'hw', '2', 'choose', 'wife', 'natural', 'disaster', 'happens', '']"
3246,ham,30,0.067,0.033,"['', 'gonna', 'ring', 'weekend', 'wot', '']"
3247,ham,34,0.0,0.029,"['also', 'track', 'lighter', 'find', '']"
3248,ham,26,0.115,0.077,"['sorry', 'cant', 'help', '']"
3249,ham,20,0.05,0.1,"['babe', 'need', 'advice', '']"
3250,ham,25,0.08,0.08,"['û', 'leave', 'around', 'four', 'ok', '']"
3251,ham,42,0.143,0.024,"['come', 'medical', 'college', '7pm', 'forward', 'da', '']"
3252,ham,31,0.226,0.032,"['kkits', 'goodwhen', 'going', '']"
3253,ham,32,0.188,0.031,"['make', 'lasagna', 'vodka', '']"
3254,ham,31,0.0,1.0,"['hi', 'kate', 'u', 'give', 'ring', 'asap', 'xxx', '']"
3255,ham,93,0.032,0.043,"['people', 'tour', 'thought', 'sofa', 'thing', 'sent', 'curious', 'sugar', '']"
3256,ham,46,0.065,0.022,"['told', 'going', 'got', 'drunk', '']"
3257,ham,92,0.022,0.033,"['fucking', 'chickened', 'messaged', 'would', 'late', 'woould', 'buzz', 'didnt', 'hear', 'word', '']"
3258,spam,132,0.061,0.098,"['congratulation', 'thanks', 'good', 'friend', 'u', 'å', '2000', 'xmas', 'prize', '2', 'claim', 'easy', 'call', '08718726978', '10p', 'per', 'minute', 'btnationalrate', '']"
3259,ham,41,0.049,0.024,"['im', 'always', 'looking', 'excuse', 'city', '']"
3260,ham,67,0.119,0.03,"['yup', 'im', 'still', 'coffee', 'wif', 'frens', 'fren', 'drove', 'shell', 'give', 'lift', '']"
3261,ham,23,0.0,0.043,"['shore', 'takin', 'bus', '']"
3262,ham,18,0.056,0.056,"['u', 'gonna', 'get', 'deus', 'ex', '']"
3263,ham,57,0.123,0.035,"['send', 'email', 'mind', 'ltgt', 'time', 'per', 'night', '']"
3264,spam,144,0.035,0.056,"['44', '7732584351', 'want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '300', 'free', 'minute', 'mobile', '100', 'free', 'text', 'free', 'camcorder', 'reply', 'call', '08000930705', '']"
3265,ham,55,0.091,0.036,"['tap', 'spile', 'seven', 'pub', 'gas', 'st', 'broad', 'st', 'canal', 'ok', '']"
3266,ham,25,0.04,0.04,"['ok', 'come', 'n', 'pick', 'u', 'engin', '']"
3267,ham,87,0.046,0.023,"['never', 'wanted', 'tell', 'im', 'short', 'onedge', 'late', '']"
3268,ham,31,0.0,0.065,"['raviyog', 'peripheral', 'bhayandar', 'east', '']"
3269,ham,68,0.015,0.029,"['k', 'actually', 'guy', 'meet', 'sunoco', 'howard', 'right', 'way', '']"
3270,spam,43,0.047,0.047,"['1', 'new', 'voicemail', 'please', 'call', '08719181513', '']"
3271,ham,98,0.02,0.163,"['moon', 'come', 'color', 'dream', 'star', 'make', 'musical', 'sm', 'give', 'warm', 'peaceful', 'sleep', 'good', 'night', '']"
3272,ham,51,0.059,0.098,"['finished', 'eating', 'got', 'u', 'plate', 'leftover', 'time', '']"
3273,ham,12,0.25,0.083,"['thanx', 'lot', '']"
3274,ham,95,0.063,0.063,"['hurry', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'im', 'starving', 'dont', 'ask', 'cooked', '']"
3275,ham,63,0.095,0.079,"['lol', 'right', 'diet', 'everyday', 'cheat', 'anyway', 'im', 'meant', 'fatty', '']"
3276,ham,41,0.049,0.049,"['great', 'day', 'beautiful', 'one', '']"
3277,ham,24,0.042,0.042,"['happened', 'interview', '']"
3278,ham,372,0.113,0.118,"['solve', 'case', 'man', 'found', 'murdered', 'ltdecimalgt', 'ltgt', 'afternoon', '1his', 'wife', 'called', 'police', '2police', 'questioned', 'everyone', '3wife', 'siri', 'sleeping', 'murder', 'took', 'place', '4cook', 'cooking', '5gardener', 'picking', 'vegetable', '6housemaid', 'went', '2', 'post', 'office', '7children', 'went', '2', 'play', '8neighbour', 'went', '2', 'marriage', 'police', 'arrested', 'murderer', 'immediately', 'who', 'reply', 'reason', 'u', 'r', 'brilliant', '']"
3279,ham,67,0.075,0.015,"['badrith', 'chennaii', 'surely', 'pick', 'usno', 'competition', '']"
3280,ham,67,0.164,0.06,"['tot', 'group', 'mate', 'lucky', 'havent', 'reply', 'wat', 'time', 'ì', 'need', 'leave', '']"
3281,ham,48,0.062,0.062,"['hey', 'around', 'ive', 'got', 'enough', 'half', 'ten', 'owe', '']"
3282,ham,26,0.0,0.038,"['hey', 'tmr', 'maybe', 'meet', 'yck', '']"
3283,ham,56,0.071,0.929,"['alrite', 'sam', 'nic', 'checkin', 'ur', 'numberso', 'ittb', '']"
3284,ham,84,0.095,0.036,"['making', 'easy', 'pay', 'back', 'ltgt', 'yr', 'say', 'pay', 'back', 'earlier', 'get', '']"
3285,ham,30,0.133,0.067,"['worry', 'im', 'sure', 'youll', 'get', '']"
3286,ham,106,0.019,0.009,"['gas', 'station', 'like', 'block', 'away', 'house', 'youll', 'drive', 'right', 'since', 'armenia', 'end', 'swann', 'take', 'howard', '']"
3287,spam,114,0.035,0.158,"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', 'cant', 'guess', 'call', '09058097189', 'revealed', 'pobox', '6', 'ls15hb', '150p', '']"
3288,spam,89,0.034,0.079,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', '09061221066', 'fromm', 'landline', 'delivery', 'within', '28', 'day', '']"
3289,ham,53,0.057,0.057,"['tuition', '330', 'hm', 'go', '1120', '1205', 'one', 'mind', '']"
3290,ham,71,0.07,0.014,"['im', 'smoking', 'people', 'use', 'wylie', 'smoke', 'much', 'justify', 'ruining', 'shit', '']"
3291,ham,32,0.0,0.031,"['dear', 'good', 'morning', 'feeling', 'dear', '']"
3292,ham,90,0.067,0.078,"['little', 'med', 'say', 'take', 'every', '8', 'hour', '5', 'pain', 'back', 'took', 'another', 'hope', 'dont', 'die', '']"
3293,ham,130,0.085,0.185,"['beautiful', 'tomorrow', 'never', 'come', 'come', 'already', 'today', 'hunt', 'beautiful', 'tomorrow', 'dont', 'waste', 'wonderful', 'today', 'goodmorning', '']"
3294,ham,62,0.065,0.065,"['dunno', 'lei', 'ì', 'decide', 'lor', 'abt', 'leona', 'oops', 'tot', 'ben', 'going', 'n', 'msg', '']"
3295,ham,60,0.05,0.05,"['hi', 'moved', 'in2', 'pub', 'would', 'great', '2', 'c', 'u', 'u', 'cud', 'come', '']"
3296,spam,130,0.015,0.023,"['today', 'voda', 'number', 'ending', '5226', 'selected', 'receive', '350', 'award', 'hava', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '1131', 'standard', 'rate', 'app', '']"
3297,spam,111,0.054,0.081,"['message', 'free', 'welcome', 'new', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'service', 'reply', 'stop', 'msgs150p', '18', '']"
3298,ham,132,0.129,0.273,"['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn', '']"
3299,ham,28,0.0,0.036,"['ever', 'easier', '']"
3300,spam,33,0.061,0.333,"['rct', 'thnq', 'adrian', 'u', 'text', 'rgds', 'vatian', '']"
3301,ham,136,0.037,0.059,"['stop', 'calling', 'everyone', 'saying', 'might', 'cancer', 'throat', 'hurt', 'talk', 'cant', 'answering', 'everyones', 'call', 'get', 'one', 'call', 'im', 'babysitting', 'monday', '']"
3302,ham,33,0.091,0.091,"['itll', 'tough', 'ill', '']"
3303,ham,128,0.031,0.945,"['im', 'gonnamissu', 'muchi', 'would', 'say', 'il', 'send', 'u', 'postcard', 'buttheres', 'aboutas', 'much', 'chance', 'merememberin', 'asthere', 'ofsi', 'breakin', 'contract', 'luv', 'yaxx', '']"
3304,ham,275,0.098,0.04,"['ee', 'msg', 'na', 'poortiyagi', 'odalebeku', 'hanumanji', '7', 'name', '1hanuman', '2bajarangabali', '3maruti', '4pavanaputra', '5sankatmochan', '6ramaduth', '7mahaveer', 'ee', '7', 'name', 'ltgt', 'janarige', 'ivatte', 'kalisidare', 'next', 'saturday', 'olage', 'ondu', 'good', 'news', 'keluviri', 'maretare', 'inde', '1', 'dodda', 'problum', 'nalli', 'siguviri', 'idu', 'matra', 'ltgt', 'true', 'dont', 'neglet', '']"
3305,ham,70,0.014,0.943,"['hi', 'darlin', 'finish', '3', 'u', '1', '2', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx', '']"
3306,ham,120,0.025,0.042,"['set', 'place', 'heart', 'mind', 'mind', 'easily', 'forgets', 'heart', 'always', 'remember', 'wish', 'happy', 'valentine', 'day', '']"
3307,ham,42,0.095,0.024,"['im', 'surprised', 'still', 'guess', 'right', 'lor', '']"
3308,ham,58,0.086,0.069,"['okie', 'ì', 'wan', 'meet', 'bishan', 'co', 'bishan', 'im', 'driving', 'today', '']"
3309,ham,43,0.023,0.047,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word', '']"
3310,ham,124,0.016,0.984,"['hi', 'darlin', 'work', 'u', 'get', 'trouble', 'ijust', 'talked', 'mum', 'morning', 'really', 'good', 'time', 'last', 'night', 'im', 'goin', 'soon', 'call', 'u', '']"
3311,ham,43,0.047,0.047,"['know', 'serving', 'mean', '']"
3312,ham,91,0.143,0.033,"['huh', 'hyde', 'park', 'mel', 'ah', 'opps', 'got', 'confused', 'anyway', 'tt', 'e', 'best', 'choice', 'den', 'juz', 'take', '']"
3313,ham,54,0.037,0.056,"['oh', 'gei', 'happend', 'tron', 'maybe', 'ill', 'dl', '3d', '']"
3314,spam,124,0.032,0.185,"['free', 'message', 'activate', '500', 'free', 'text', 'message', 'replying', 'message', 'word', 'free', 'term', 'condition', 'visit', 'www07781482378com', '']"
3315,ham,62,0.048,0.032,"['know', 'girl', 'always', 'safe', 'selfish', 'know', 'got', 'pa', 'thank', 'good', 'night', '']"
3316,ham,59,0.051,0.017,"['worry', 'hope', 'photo', 'shoot', 'went', 'well', 'spiffing', 'fun', 'workage', '']"
3317,ham,28,0.071,0.071,"['im', 'freezing', 'craving', 'ice', 'fml', '']"
3318,ham,26,0.115,0.077,"['kay', 'since', 'already', '']"
3319,ham,72,0.097,0.069,"['eh', 'sorry', 'leh', 'din', 'c', 'ur', 'msg', 'sad', 'already', 'lar', 'watching', 'tv', 'u', 'still', 'office', '']"
3320,ham,17,0.0,0.059,"['yo', 'im', 'right', 'yo', 'work', '']"
3321,ham,117,0.026,0.017,"['ok', 'darlin', 'supose', 'ok', 'worry', 'muchi', 'film', 'stuff', 'mate', 'babysit', 'call', 'therexx', '']"
3322,ham,112,0.143,0.071,"['said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'wife', '']"
3323,ham,101,0.03,0.03,"['wake', 'since', 'checked', 'stuff', 'saw', 'true', 'available', 'space', 'pls', 'call', 'embassy', 'send', 'mail', '']"
3324,ham,24,0.25,0.083,"['nope', 'juz', 'work', '']"
3325,ham,44,0.091,0.045,"['huh', 'fast', 'dat', 'mean', 'u', 'havent', 'finished', 'painting', '']"
3326,ham,27,0.074,0.037,"['', 'number', 'u', 'live', '11', '']"
3327,ham,101,0.02,0.02,"['put', 'party', '7', 'day', 'week', 'study', 'lightly', 'think', 'need', 'draw', 'custom', 'checkboxes', 'know', 'hardcore', '']"
3328,ham,40,0.1,0.025,"['sac', 'score', 'big', 'hundredhe', 'set', 'batsman', '']"
3329,ham,23,0.087,0.043,"['send', 'yettys', 'number', 'pls', '']"
3330,ham,33,0.061,0.061,"['much', 'cost', 'approx', 'per', 'month', '']"
3331,ham,103,0.087,0.058,"['ok', 'theory', 'test', 'ì', 'going', 'book', 'think', '21', 'may', 'coz', 'thought', 'wanna', 'go', 'jiayin', 'isnt', 'free', '']"
3332,spam,116,0.026,0.069,"['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'land', 'line', '09050000928', 'pobox45w2tg150p', '']"
3333,ham,66,0.03,0.015,"['thats', 'fine', 'give', 'call', 'know', 'want', 'question', '']"
3334,ham,33,0.091,0.03,"['sorry', 'got', 'late', 'start', 'way', '']"
3335,ham,23,0.13,0.043,"['u', 'go', 'back', 'urself', 'lor', '']"
3336,ham,27,0.074,0.926,"['gas', 'station', 'go', '']"
3337,ham,30,0.1,0.033,"['k', 'u', 'bored', 'come', 'home', '']"
3338,ham,44,0.227,0.205,"['babe', 'love', 'cover', 'face', 'kiss', '']"
3339,ham,72,0.028,0.028,"['like', 'made', 'throw', 'smoking', 'friend', 'car', 'one', 'time', 'awesome', '']"
3340,ham,27,0.111,0.037,"['still', 'checked', 'da', '']"
3341,ham,28,0.107,0.071,"['go', 'walmart', 'ill', 'stay', '']"
3342,ham,73,0.055,0.027,"['havent', 'forgotten', 'might', 'couple', 'buck', 'send', 'tomorrow', 'k', 'love', 'ya', '']"
3343,ham,42,0.071,0.048,"['oh', 'great', 'ill', 'disturb', 'talk', '']"
3344,ham,39,0.051,0.051,"['reverse', 'cheating', 'mathematics', '']"
3345,ham,47,0.149,0.043,"['ure', 'welcome', 'caught', 'u', 'using', 'broken', 'english', '']"
3346,ham,61,0.049,0.049,"['problem', 'baby', 'good', 'time', 'talk', 'called', 'left', 'message', '']"
3347,ham,19,0.105,0.105,"['sorry', 'ill', 'call', 'later', '']"
3348,ham,18,0.111,0.111,"['oh', 'brand', '']"
3349,ham,299,0.033,0.023,"['sorry', 'cant', 'take', 'call', 'right', 'happens', 'r', '2waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance', '']"
3350,ham,23,0.043,0.043,"['time', 'coming', '']"
3351,ham,64,0.0,0.016,"['call', 'say', 'coming', 'today', 'ok', 'tell', 'fool', 'like', 'ok', '']"
3352,ham,44,0.114,0.068,"['emailed', 'yifeng', 'part', 'oredi', 'ì', 'get', 'fr', '']"
3353,ham,55,0.073,0.036,"['r', 'u', 'sure', 'theyll', 'understand', 'wine', 'good', 'idea', 'slurp', '']"
3354,ham,24,0.042,0.042,"['minimum', 'walk', '3miles', 'day', '']"
3355,ham,90,0.033,0.033,"['ok', 'problem', 'get', 'taxi', 'c', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'r', 'going', 'cinema', '']"
3356,ham,60,0.167,0.067,"['brainless', 'baby', 'dolld', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla', '']"
